ensembl_gene_id	external_gene_name	gene_biotype	go_id	name_1006
WBGene00010615	ate-1	protein_coding	GO:0004057; GO:0016598; 	arginyltransferase activity; protein arginylation; 
WBGene00010616	K07A1.10	protein_coding	GO:0005634; GO:0005739; GO:0007049	nucleus; mitochondrion; cell cycle
WBGene00010617	K07A1.13	protein_coding	GO:0016020	membrane
WBGene00010618		pseudogene		
WBGene00010619	K07A1.15	protein_coding	GO:0043229; GO:0006398; GO:0016604; GO:0071209; GO:0071208; GO:0071254	intracellular organelle; mRNA 3'-end processing by stem-loop binding and cleavage; nuclear body; U7 snRNA binding; histone pre-mRNA DCP binding; cytoplasmic U snRNP body
WBGene00010620	K07A12.1	protein_coding	GO:0005737; GO:1990112	cytoplasm; RQC complex
WBGene00010621	egg-6	protein_coding	GO:0005515	protein binding
WBGene00010622	hbs-1	protein_coding	GO:0003924; GO:0005525	GTPase activity; GTP binding
WBGene00010623	K07A12.5	protein_coding		
WBGene00010624	mrps-15	protein_coding		
WBGene00010625	K07C5.2	protein_coding	GO:0016491; GO:0005829; GO:0004032	oxidoreductase activity; cytosol; alditol:NADP+ 1-oxidoreductase activity
WBGene00010626	K07C5.3	protein_coding	GO:0005634; GO:0003677; GO:0046872; GO:0008270; GO:0005739; GO:0000166; GO:0005524; GO:0006281; GO:0016874; GO:0006260; GO:0006273; GO:0006310; GO:0003910; GO:0006266	nucleus; DNA binding; metal ion binding; zinc ion binding; mitochondrion; nucleotide binding; ATP binding; DNA repair; ligase activity; DNA replication; lagging strand elongation; DNA recombination; DNA ligase (ATP) activity; DNA ligation
WBGene00010627	nol-56	protein_coding	GO:0032040; GO:0030515; GO:0031428	small-subunit processome; snoRNA binding; box C/D RNP complex
WBGene00010628	ceeh-2	protein_coding	GO:0003824	catalytic activity
WBGene00010629	sluh-7	protein_coding	GO:0005634; GO:0046872; GO:0008270; GO:0005737; GO:0005681; GO:0006397; GO:0008380; GO:0000398; GO:0003676; GO:0019899; GO:0030628	nucleus; metal ion binding; zinc ion binding; cytoplasm; spliceosomal complex; mRNA processing; RNA splicing; mRNA splicing, via spliceosome; nucleic acid binding; enzyme binding; pre-mRNA 3'-splice site binding
WBGene00010630	ttll-15	protein_coding	GO:0036211	protein modification process
WBGene00010631	cash-1	protein_coding	GO:0005515	protein binding
WBGene00010632	K07C5.9	protein_coding		
WBGene00010633	nspd-2	protein_coding		
WBGene00010634	K07F5.6	protein_coding	GO:0004725; GO:0016791; GO:0016311; GO:0016020; GO:0006470	protein tyrosine phosphatase activity; phosphatase activity; dephosphorylation; membrane; protein dephosphorylation
WBGene00010635	K07F5.7	protein_coding	GO:0005856	cytoskeleton
WBGene00010636	K07F5.8	protein_coding	GO:0004725; GO:0016791; GO:0016311; GO:0006470	protein tyrosine phosphatase activity; phosphatase activity; dephosphorylation; protein dephosphorylation
WBGene00010637	K07F5.12	protein_coding	GO:0016020; GO:0015144; GO:0034219	membrane; carbohydrate transmembrane transporter activity; carbohydrate transmembrane transport
WBGene00010638	K07F5.14	protein_coding		
WBGene00010639	K07F5.15	protein_coding		
WBGene00010640	K07F5.16	protein_coding	GO:0005737	cytoplasm
WBGene00010641	crml-1	protein_coding	GO:0005515	protein binding
WBGene00010642	mks-6	protein_coding		
WBGene00010643	K07G5.4	protein_coding		
WBGene00010644	K07G5.5	protein_coding	GO:0016020; GO:0055085; GO:0098655; GO:0008324; GO:0006812	membrane; transmembrane transport; monoatomic cation transmembrane transport; monoatomic cation transmembrane transporter activity; monoatomic cation transport
WBGene00010645	fecl-1	protein_coding	GO:0004325; GO:0006783	ferrochelatase activity; heme biosynthetic process
WBGene00010646	K08C7.1	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00010647	K08C7.4	protein_coding		
WBGene00010648	K08C7.6	protein_coding	GO:0016529	sarcoplasmic reticulum
WBGene00010649	K08C7.7	protein_coding	GO:0005515	protein binding
WBGene00010650	K08C9.1	protein_coding		
WBGene00010651	K08C9.2	protein_coding		
WBGene00010652	K08C9.5	protein_coding		
WBGene00010653	K08C9.6	protein_coding		
WBGene00010654		pseudogene		
WBGene00010655	K08D8.1	protein_coding	GO:0016020	membrane
WBGene00010656	K08D8.2	protein_coding	GO:0016020	membrane
WBGene00010657	K08D8.3	protein_coding		
WBGene00010658	K08D8.4	protein_coding	GO:0045087; 	innate immune response; 
WBGene00010659	K08D8.5	protein_coding	GO:0045087; GO:0010332	innate immune response; response to gamma radiation
WBGene00010660	K08D8.6	protein_coding	GO:0045121; 	membrane raft; 
WBGene00010661	tyr-2	protein_coding	GO:0016491	oxidoreductase activity
WBGene00010662	K08E3.2	protein_coding	GO:0005856	cytoskeleton
WBGene00010663	toca-2	protein_coding	GO:0005515; GO:0007165	protein binding; signal transduction
WBGene00010664	dbn-1	protein_coding	GO:0005515; GO:0003779	protein binding; actin binding
WBGene00010665	rml-1	protein_coding	GO:0070569; GO:0003983; GO:0006011	uridylyltransferase activity; UTP:glucose-1-phosphate uridylyltransferase activity; UDP-glucose metabolic process
WBGene00010666	K08E4.2	protein_coding	GO:0005737; GO:0005829; GO:0120009; GO:0120013; GO:1902389; GO:1902387; GO:1902388; GO:0035627	cytoplasm; cytosol; intermembrane lipid transfer; lipid transfer activity; ceramide 1-phosphate transport; ceramide 1-phosphate binding; ceramide 1-phosphate transfer activity; ceramide transport
WBGene00010667	K08E4.3	protein_coding		
WBGene00010669	bath-37	protein_coding	GO:0016020	membrane
WBGene00010670	tmed-1	protein_coding		
WBGene00010671	eak-7	protein_coding		
WBGene00010672	K08E7.4	protein_coding		
WBGene00010673	K08E7.5	protein_coding	GO:0005515; 	protein binding; 
WBGene00010674	K08E7.6	protein_coding		
WBGene00010675	K08E7.8	protein_coding	GO:0005515	protein binding
WBGene00010676	ctf-18	protein_coding	GO:0005524; GO:0016887	ATP binding; ATP hydrolysis activity
WBGene00010677	gtbp-1	protein_coding	GO:0003723; GO:0003676	RNA binding; nucleic acid binding
WBGene00010678	K08F4.3	protein_coding	GO:0016020; GO:0005789; GO:0005783	membrane; endoplasmic reticulum membrane; endoplasmic reticulum
WBGene00010679	K08F4.5	protein_coding		
WBGene00010680	K08F4.12	protein_coding		
WBGene00010681	mak-1	protein_coding	GO:0005524; GO:0006468; GO:0004672	ATP binding; protein phosphorylation; protein kinase activity
WBGene00010682	nsph-1.1	protein_coding		
WBGene00010683	K08F8.7	protein_coding	GO:0016020	membrane
WBGene00010684	K08F9.1	protein_coding	GO:0016020; GO:0055085; GO:0022857; GO:0008645; GO:0015149; GO:0015749	membrane; transmembrane transport; transmembrane transporter activity; hexose transmembrane transport; hexose transmembrane transporter activity; monosaccharide transmembrane transport
WBGene00010685	aipl-1	protein_coding	GO:0005515	protein binding
WBGene00010686	K08F9.3	protein_coding	GO:0016020	membrane
WBGene00010687	K08F9.4	protein_coding		
WBGene00010688	srz-12	protein_coding		
WBGene00010689	K08H2.2	protein_coding		
WBGene00010690	K08H2.3	protein_coding		
WBGene00010691	K08H2.4	protein_coding		
WBGene00010692	K08H2.5	protein_coding	GO:0007165; GO:0005634; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0006468	signal transduction; nucleus; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; protein phosphorylation
WBGene00010693	K08H2.7	protein_coding		
WBGene00010694	bgnt-1.5	protein_coding		
WBGene00010697	uda-1	protein_coding	GO:0016787	hydrolase activity
WBGene00010698	K08H10.6	protein_coding	GO:0016020; GO:0055085; GO:0022857; GO:0008645; GO:0015149; GO:0015749	membrane; transmembrane transport; transmembrane transporter activity; hexose transmembrane transport; hexose transmembrane transporter activity; monosaccharide transmembrane transport
WBGene00010699	trpp-6	protein_coding	GO:0043087; GO:0048193	regulation of GTPase activity; Golgi vesicle transport
WBGene00010700	nipi-3	protein_coding	GO:0005524; GO:0006468; GO:0004672	ATP binding; protein phosphorylation; protein kinase activity
WBGene00010701	ent-2	protein_coding	GO:0016020; GO:0005337; GO:1901642	membrane; nucleoside transmembrane transporter activity; nucleoside transmembrane transport
WBGene00010702	usp-33	protein_coding	GO:0004843; GO:0016579	cysteine-type deubiquitinase activity; protein deubiquitination
WBGene00010703	K09A9.6	protein_coding	GO:0016020; GO:0005783; GO:0062101; GO:0005515; GO:0018193; GO:0042264	membrane; endoplasmic reticulum; peptidyl-aspartic acid 3-dioxygenase activity; protein binding; peptidyl-amino acid modification; peptidyl-aspartic acid hydroxylation
WBGene00010704	K09A11.1	protein_coding	GO:0005634; GO:0003677; GO:0006357; GO:0046872; GO:0046983	nucleus; DNA binding; regulation of transcription by RNA polymerase II; metal ion binding; protein dimerization activity
WBGene00010705	cyp-14A1	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00010706	cyp-14A2	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00010707	cyp-14A3	protein_coding	GO:0004497; GO:0020037; GO:0005506; GO:0016705	monooxygenase activity; heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
WBGene00010708	phf-33	protein_coding		
WBGene00010709	nol-9	protein_coding	GO:0006396; GO:0051731; 	RNA processing; polynucleotide 5'-hydroxyl-kinase activity; 
WBGene00010711	K09B11.4	protein_coding		
WBGene00010712	K09B11.5	protein_coding	GO:0016740; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004713; GO:0004715; GO:0006468	transferase activity; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein tyrosine kinase activity; non-membrane spanning protein tyrosine kinase activity; protein phosphorylation
WBGene00010713	uso-1	protein_coding	GO:0005737; GO:0006886; GO:0016192; GO:0048280; GO:0000139	cytoplasm; intracellular protein transport; vesicle-mediated transport; vesicle fusion with Golgi apparatus; Golgi membrane
WBGene00010714	mam-3	protein_coding	GO:0016020	membrane
WBGene00010715	K09C8.2	protein_coding	GO:0016020	membrane
WBGene00010716	lge-1	protein_coding	GO:0016757	glycosyltransferase activity
WBGene00010717	K09C8.7	protein_coding		
WBGene00010718	K09C8.8	protein_coding		
WBGene00010719	K09E4.1	protein_coding	GO:0007165; GO:0005634; GO:0005515; GO:0016310; GO:0016301; GO:0004674	signal transduction; nucleus; protein binding; phosphorylation; kinase activity; protein serine/threonine kinase activity
WBGene00010720	algn-3	protein_coding	GO:0000030	mannosyltransferase activity
WBGene00010721	K09E4.3	protein_coding	GO:0005739; GO:0032259; GO:0008168; GO:0032981; GO:0008757	mitochondrion; methylation; methyltransferase activity; mitochondrial respiratory chain complex I assembly; S-adenosylmethionine-dependent methyltransferase activity
WBGene00010722	K09E4.4	protein_coding		
WBGene00010723	cpg-7	protein_coding		
WBGene00010724	K09E9.1	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00010725	erv-46	protein_coding		
WBGene00010726	K09E9.3	protein_coding		
WBGene00010727	K09G1.1	protein_coding	GO:0016020	membrane
WBGene00010728	K09G1.2	protein_coding	GO:0016020	membrane
WBGene00010730	ensa-1	protein_coding		
WBGene00010731	K10C3.4	protein_coding	GO:0016020; GO:0005886; GO:0005576; GO:0005783; 	membrane; plasma membrane; extracellular region; endoplasmic reticulum; 
WBGene00010732	K10C3.5	protein_coding	GO:0000166; GO:0003924; GO:0005525; GO:0005829; GO:0043022; GO:1990904; GO:0042256	nucleotide binding; GTPase activity; GTP binding; cytosol; ribosome binding; ribonucleoprotein complex; cytosolic ribosome assembly
WBGene00010733		tRNA	GO:0006412; GO:0030533	translation; triplet codon-amino acid adaptor activity
WBGene00010734	parn-1	protein_coding	GO:0003676	nucleic acid binding
WBGene00010735	frpr-15	protein_coding	GO:0016020; GO:0007186; GO:0004930	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity
WBGene00010736	istr-1	protein_coding	GO:0015031; 	protein transport; 
WBGene00010737	K10C8.4	protein_coding	GO:0016020	membrane
WBGene00010738	K10D3.4	protein_coding	GO:0004867	serine-type endopeptidase inhibitor activity
WBGene00010740	K10D3.6	protein_coding	GO:0016020	membrane
WBGene00010741	lgc-49	protein_coding	GO:0016020; GO:0004888; GO:0005216; GO:0006811; GO:0034220; GO:0005230	membrane; transmembrane signaling receptor activity; monoatomic ion channel activity; monoatomic ion transport; monoatomic ion transmembrane transport; extracellular ligand-gated monoatomic ion channel activity
WBGene00010742	clc-6	protein_coding	GO:0016020	membrane
WBGene00010743	K10D6.3	protein_coding		
WBGene00010744	K10D6.4	protein_coding		
WBGene00010745	dod-17	protein_coding		
WBGene00010746	K10D11.2	protein_coding		
WBGene00010747	K10D11.3	protein_coding		
WBGene00010748	K10D11.4	protein_coding		
WBGene00010749	K10D11.5	protein_coding	GO:0016020	membrane
WBGene00010750	K10D11.6	protein_coding		
WBGene00010752	K10G4.3	protein_coding		
WBGene00010753		pseudogene		
WBGene00010754	K10G4.5	protein_coding	GO:0005515	protein binding
WBGene00010755	vglu-2	protein_coding	GO:0022857; GO:0055085	transmembrane transporter activity; transmembrane transport
WBGene00010756	K10G9.2	protein_coding		
WBGene00010757	pad-2	protein_coding	GO:0046922; GO:0036066	peptide-O-fucosyltransferase activity; protein O-linked fucosylation
WBGene00010758	vnut-1	protein_coding	GO:0022857; GO:0055085	transmembrane transporter activity; transmembrane transport
WBGene00010759	cysl-2	protein_coding	GO:0006535; GO:0004124	cysteine biosynthetic process from serine; cysteine synthase activity
WBGene00010760	K10H10.4	protein_coding	GO:0005515; 	protein binding; 
WBGene00010761	K10H10.5	protein_coding	GO:0016020	membrane
WBGene00010762	K10H10.6	protein_coding		
WBGene00010763	K10H10.7	protein_coding	GO:0005634; GO:0004865; GO:0008157; GO:0032515	nucleus; protein serine/threonine phosphatase inhibitor activity; protein phosphatase 1 binding; negative regulation of phosphoprotein phosphatase activity
WBGene00010764	K10H10.9	protein_coding		
WBGene00010765	K10H10.10	protein_coding		
WBGene00010766	mrps-27	protein_coding		
WBGene00010767	blos-9	protein_coding		
WBGene00010768	K11D2.1	protein_coding		
WBGene00010769	asah-1	protein_coding	GO:0006631; GO:0005764; GO:0017064	fatty acid metabolic process; lysosome; fatty acid amide hydrolase activity
WBGene00010770	K11D2.4	protein_coding	GO:0006357; GO:0003700; GO:0000978	regulation of transcription by RNA polymerase II; DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding
WBGene00010771	mter-4	protein_coding	GO:0006355; GO:0003690	regulation of DNA-templated transcription; double-stranded DNA binding
WBGene00010772	K11D9.3	protein_coding	GO:0016020; GO:0055085; GO:0022857	membrane; transmembrane transport; transmembrane transporter activity
WBGene00010773	K11E4.1	protein_coding	GO:0006629	lipid metabolic process
WBGene00010774	K11E4.2	protein_coding		
WBGene00010775	poml-1	protein_coding	GO:0004064	arylesterase activity
WBGene00010776	pix-1	protein_coding	GO:0005515; GO:0005085	protein binding; guanyl-nucleotide exchange factor activity
WBGene00010777		tRNA	GO:0006412; GO:0030533	translation; triplet codon-amino acid adaptor activity
WBGene00010778	gpdh-2	protein_coding	GO:0005975; GO:0016491; GO:0006072; GO:0009331; GO:0051287; GO:0042803; GO:0016616; GO:0046168; GO:0047952	carbohydrate metabolic process; oxidoreductase activity; glycerol-3-phosphate metabolic process; glycerol-3-phosphate dehydrogenase complex; NAD binding; protein homodimerization activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; glycerol-3-phosphate catabolic process; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
WBGene00010779	K11H3.2	protein_coding		
WBGene00010780	K11H3.3	protein_coding	GO:0016020; GO:0005739; GO:0005743; GO:0006843; GO:0071913	membrane; mitochondrion; mitochondrial inner membrane; mitochondrial citrate transmembrane transport; citrate secondary active transmembrane transporter activity
WBGene00010781		pseudogene		
WBGene00010782	K11H3.5	protein_coding		
WBGene00010783	mrpl-36	protein_coding	GO:0003735; GO:0006412; GO:0005840	structural constituent of ribosome; translation; ribosome
WBGene00010784	twk-48	protein_coding	GO:0016020; GO:0005267; GO:0071805	membrane; potassium channel activity; potassium ion transmembrane transport
WBGene00010785	top-2	protein_coding	GO:0003677; GO:0005524; GO:0006265; GO:0003918; GO:0006259	DNA binding; ATP binding; DNA topological change; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity; DNA metabolic process
WBGene00010786	K12D12.4	protein_coding	GO:0016020	membrane
WBGene00010787	K12D12.5	protein_coding	GO:0003676; GO:0043137; GO:0004523	nucleic acid binding; DNA replication, removal of RNA primer; RNA-DNA hybrid ribonuclease activity
WBGene00010788	sulp-4	protein_coding	GO:0016020; GO:0055085	membrane; transmembrane transport
WBGene00010789	sulp-5	protein_coding	GO:0016020; GO:0055085; GO:0008271; GO:0008272	membrane; transmembrane transport; secondary active sulfate transmembrane transporter activity; sulfate transport
WBGene00010790	sodh-1	protein_coding	GO:0008270; GO:0016491	zinc ion binding; oxidoreductase activity
WBGene00010791	sodh-2	protein_coding	GO:0008270; GO:0016491	zinc ion binding; oxidoreductase activity
WBGene00010792	K12G11.6	protein_coding	GO:0004867	serine-type endopeptidase inhibitor activity
WBGene00010793	nspg-9	protein_coding		
WBGene00010794	dld-1	protein_coding	GO:0050660; GO:0016491; GO:0004148; GO:0016668	flavin adenine dinucleotide binding; oxidoreductase activity; dihydrolipoyl dehydrogenase activity; oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
WBGene00010795	M01A8.1	protein_coding	GO:0016020; GO:0003674; GO:0008150; GO:0005575	membrane; molecular_function; biological_process; cellular_component
WBGene00010796	clip-1	protein_coding		
WBGene00010797	srbc-75	protein_coding		
WBGene00010798	srbc-76	protein_coding		
WBGene00010799	chil-12	protein_coding	GO:0005975; GO:0008061	carbohydrate metabolic process; chitin binding
WBGene00010800	srsx-37	protein_coding	GO:0016020; GO:0007186; GO:0004930	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity
WBGene00010801	M01B2.8	protein_coding		
WBGene00010802	srsx-39	protein_coding	GO:0016020; GO:0007186; GO:0004930	membrane; G protein-coupled receptor signaling pathway; G protein-coupled receptor activity
WBGene00010803	M01B2.10	protein_coding	GO:0005737	cytoplasm
WBGene00010804		pseudogene		
WBGene00010805	M01E5.2	protein_coding	GO:0005739; GO:0000166; GO:0005525; GO:0003924; GO:0042254; GO:0000287	mitochondrion; nucleotide binding; GTP binding; GTPase activity; ribosome biogenesis; magnesium ion binding
WBGene00010806	M01E5.3	protein_coding		
WBGene00010807	M01E5.4	protein_coding	GO:0005737	cytoplasm
WBGene00010808	sepa-1	protein_coding	GO:0006355; GO:0003712; GO:0006914	regulation of DNA-templated transcription; transcription coregulator activity; autophagy
WBGene00010809	lias-1	protein_coding	GO:0005739; GO:0046872; GO:0016740; GO:0003824; GO:0051539; GO:0051536; GO:0016783; GO:0016992; GO:0009107	mitochondrion; metal ion binding; transferase activity; catalytic activity; 4 iron, 4 sulfur cluster binding; iron-sulfur cluster binding; sulfurtransferase activity; lipoate synthase activity; lipoate biosynthetic process
WBGene00010810	M01F1.4	protein_coding	GO:0016020; GO:0005515	membrane; protein binding
WBGene00010811	hmit-1.3	protein_coding	GO:0016020; GO:0022857; GO:0055085	membrane; transmembrane transporter activity; transmembrane transport
WBGene00010812	mrpl-35	protein_coding		
WBGene00010813	pitp-1	protein_coding	GO:0046872; GO:0005548; GO:0015914	metal ion binding; phospholipid transporter activity; phospholipid transport
WBGene00010814	M01F1.8	protein_coding		
WBGene00010815	M01F1.9	protein_coding	GO:0005829; GO:0042147; GO:0000139; GO:0034066	cytosol; retrograde transport, endosome to Golgi; Golgi membrane; Ric1-Rgp1 guanyl-nucleotide exchange factor complex
WBGene00010817	M01G12.2	protein_coding		
WBGene00010818		pseudogene		
WBGene00010819	M01G12.5	protein_coding		
WBGene00010820	M01G12.6	protein_coding		
WBGene00010821	M01G12.7	protein_coding	GO:0005634; GO:0046872; GO:0016787; GO:0003723; GO:0000166; GO:0005829; GO:0004518; GO:0090305; GO:0110155; GO:0034353; GO:0000956	nucleus; metal ion binding; hydrolase activity; RNA binding; nucleotide binding; cytosol; nuclease activity; nucleic acid phosphodiester bond hydrolysis; NAD-cap decapping; mRNA 5'-diphosphatase activity; nuclear-transcribed mRNA catabolic process
WBGene00010822	M01G12.9	protein_coding	GO:0005634; GO:0046872; GO:0016787; GO:0003723; GO:0000166; GO:0005829; GO:0004518; GO:0090305; GO:0110155; GO:0034353; GO:0000956	nucleus; metal ion binding; hydrolase activity; RNA binding; nucleotide binding; cytosol; nuclease activity; nucleic acid phosphodiester bond hydrolysis; NAD-cap decapping; mRNA 5'-diphosphatase activity; nuclear-transcribed mRNA catabolic process
WBGene00010823	M01G12.10	protein_coding		
WBGene00010824		pseudogene		
WBGene00010825	M01G12.14	protein_coding	GO:0005634; GO:0046872; GO:0016787; GO:0003723; GO:0000166; GO:0005829; GO:0004518; GO:0090305; GO:0110155; GO:0034353; GO:0000956	nucleus; metal ion binding; hydrolase activity; RNA binding; nucleotide binding; cytosol; nuclease activity; nucleic acid phosphodiester bond hydrolysis; NAD-cap decapping; mRNA 5'-diphosphatase activity; nuclear-transcribed mRNA catabolic process
WBGene00010827	txt-19	protein_coding		
WBGene00010828	M02B1.3	protein_coding	GO:0016020; GO:0005886; GO:0097035; GO:0071709; GO:0055091; GO:0007009	membrane; plasma membrane; regulation of membrane lipid distribution; membrane assembly; phospholipid homeostasis; plasma membrane organization
WBGene00010829	M02B1.4	protein_coding	GO:0016020	membrane
WBGene00010830	M02G9.1	protein_coding		
WBGene00010831	M02G9.2	protein_coding		
WBGene00010832	M02G9.3	protein_coding		
WBGene00010833	M03B6.1	protein_coding		
WBGene00010834	mct-3	protein_coding	GO:0022857; GO:0055085	transmembrane transporter activity; transmembrane transport
WBGene00010835	M03B6.3	protein_coding		
WBGene00010836	M03B6.4	protein_coding	GO:0016020	membrane
WBGene00010837	M03B6.5	protein_coding	GO:0016020	membrane
WBGene00010838	M03C11.1	protein_coding	GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0035556; GO:0006468	nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; intracellular signal transduction; protein phosphorylation
WBGene00010839	chl-1	protein_coding	GO:0003677; GO:0005524; GO:0016818; GO:0003676; GO:0006139; GO:0003678; GO:0004386	DNA binding; ATP binding; hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; nucleic acid binding; nucleobase-containing compound metabolic process; DNA helicase activity; helicase activity
WBGene00010840	M03C11.3	protein_coding		
WBGene00010842	ymel-1	protein_coding	GO:0005524; GO:0016020; GO:0006508; GO:0004176; GO:0004222; GO:0016887	ATP binding; membrane; proteolysis; ATP-dependent peptidase activity; metalloendopeptidase activity; ATP hydrolysis activity
WBGene00010843	M03C11.6	protein_coding		
WBGene00010844	prp-3	protein_coding	GO:0000398; GO:0046540	mRNA splicing, via spliceosome; U4/U6 x U5 tri-snRNP complex
WBGene00010845	M03C11.8	protein_coding	GO:0005634; GO:0003677; GO:0016787; GO:0000166; GO:0005524; GO:0006281; GO:0006974; GO:0006325; GO:0003682; GO:0016887; GO:0004386; GO:0008094; GO:0006338; GO:0140658	nucleus; DNA binding; hydrolase activity; nucleotide binding; ATP binding; DNA repair; cellular response to DNA damage stimulus; chromatin organization; chromatin binding; ATP hydrolysis activity; helicase activity; ATP-dependent activity, acting on DNA; chromatin remodeling; ATP-dependent chromatin remodeler activity
WBGene00010846	M04B2.2	protein_coding	GO:0003723; GO:0032259; GO:0008168; GO:0016423; GO:0030488; GO:0008757; GO:0034470; GO:0001510	RNA binding; methylation; methyltransferase activity; tRNA (guanine) methyltransferase activity; tRNA methylation; S-adenosylmethionine-dependent methyltransferase activity; ncRNA processing; RNA methylation
WBGene00010847	M04B2.4	protein_coding	GO:0005739; GO:0016491	mitochondrion; oxidoreductase activity
WBGene00010848	M04B2.6	protein_coding	GO:0007218	neuropeptide signaling pathway
WBGene00010849	M04B2.7	protein_coding	GO:0016020; 	membrane; 
WBGene00010850	M04C3.1	protein_coding	GO:0005524; GO:0006338; GO:0140658	ATP binding; chromatin remodeling; ATP-dependent chromatin remodeler activity
WBGene00010851	M04C3.2	protein_coding	GO:0005524; GO:0045087; GO:0006338; GO:0140658	ATP binding; innate immune response; chromatin remodeling; ATP-dependent chromatin remodeler activity
WBGene00010854	M04C7.3	protein_coding		
WBGene00010855	M04C7.4	protein_coding	GO:0016020	membrane
WBGene00010856	M04C9.1	protein_coding	GO:0016787; GO:0006508; GO:0008233; GO:0008234	hydrolase activity; proteolysis; peptidase activity; cysteine-type peptidase activity
WBGene00010857	M04C9.2	protein_coding	GO:0016787; GO:0006508; GO:0008233; GO:0008234	hydrolase activity; proteolysis; peptidase activity; cysteine-type peptidase activity
WBGene00010858	M04C9.3	protein_coding	GO:0016787; GO:0005737; GO:0006508; GO:0008233; GO:0005829; GO:0008234; GO:0016920	hydrolase activity; cytoplasm; proteolysis; peptidase activity; cytosol; cysteine-type peptidase activity; pyroglutamyl-peptidase activity
WBGene00010859	M04C9.4	protein_coding		
WBGene00010862	M04D8.4	protein_coding	GO:0016020	membrane
WBGene00010863	M04D8.5	protein_coding	GO:0016020	membrane
WBGene00010864	xbx-3	protein_coding		
WBGene00010865	M04D8.7	protein_coding	GO:0016020	membrane
WBGene00010866	M04D8.8	protein_coding	GO:0016020	membrane
WBGene00010867	ifbp-1	protein_coding		
WBGene00010868	somi-1	protein_coding		
WBGene00010869	M05B5.1	protein_coding	GO:0004725; GO:0016791; GO:0016311; GO:0016020; GO:0006470	protein tyrosine phosphatase activity; phosphatase activity; dephosphorylation; membrane; protein dephosphorylation
WBGene00010870	let-522	protein_coding		
WBGene00010871	M05B5.3	protein_coding	; GO:0016020	; membrane
WBGene00010872	M05B5.4	protein_coding	GO:0008374; GO:0006629	O-acyltransferase activity; lipid metabolic process
WBGene00010873	trpa-2	protein_coding		
WBGene00010874	M05D6.1	protein_coding	GO:0007165; GO:0005634; GO:0016740; GO:0000166; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0006468	signal transduction; nucleus; transferase activity; nucleotide binding; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; protein phosphorylation
WBGene00010875	M05D6.2	protein_coding	GO:0007165	signal transduction
WBGene00010876	M05D6.3	protein_coding	GO:0004725; GO:0006470	protein tyrosine phosphatase activity; protein dephosphorylation
WBGene00010877	lact-4	protein_coding		
WBGene00010878	M05D6.5	protein_coding	GO:0016020; GO:0005783; GO:0005739; GO:0097250	membrane; endoplasmic reticulum; mitochondrion; mitochondrial respirasome assembly
WBGene00010879	taap-1	protein_coding		
WBGene00010880	M05D6.8	protein_coding		
WBGene00010881	M05D6.9	protein_coding		
WBGene00010882	atg-7	protein_coding	GO:0008641; GO:0005737	ubiquitin-like modifier activating enzyme activity; cytoplasm
WBGene00010883	M7.7	protein_coding	GO:0007165; GO:0005634; GO:0005524; GO:0016310; GO:0016301; GO:0004672; GO:0004674; GO:0006468	signal transduction; nucleus; ATP binding; phosphorylation; kinase activity; protein kinase activity; protein serine/threonine kinase activity; protein phosphorylation
WBGene00010884	M7.8	protein_coding	GO:0008080	N-acetyltransferase activity
WBGene00010885	M7.9	protein_coding		
WBGene00010886	M7.10	protein_coding		
WBGene00010887	M7.12	protein_coding	GO:0008080	N-acetyltransferase activity
