ensembl_gene_id	external_gene_name	gene_biotype	go_id	name_1006
WBGene00049597	21ur-3821	piRNA		
WBGene00049598	21ur-4762	piRNA		
WBGene00049599	21ur-5010	piRNA		
WBGene00049600	21ur-4230	piRNA		
WBGene00049601	21ur-3359	piRNA		
WBGene00049602	21ur-662	piRNA		
WBGene00049603	21ur-2460	piRNA		
WBGene00049604	21ur-3013	piRNA		
WBGene00049605	21ur-449	piRNA		
WBGene00049606	21ur-2717	piRNA		
WBGene00049607	21ur-815	piRNA		
WBGene00049608	21ur-3236	piRNA		
WBGene00049609	21ur-1843	piRNA		
WBGene00049610	21ur-2496	piRNA		
WBGene00049611	21ur-1636	piRNA		
WBGene00049612	21ur-590	piRNA		
WBGene00049613	21ur-813	piRNA		
WBGene00049614	21ur-4376	piRNA		
WBGene00049615	21ur-1128	piRNA		
WBGene00049616	21ur-2008	piRNA		
WBGene00049617	21ur-1814	piRNA		
WBGene00049618	21ur-4704	piRNA		
WBGene00049619	21ur-4896	piRNA		
WBGene00049620	21ur-1059	piRNA		
WBGene00049621	21ur-2077	piRNA		
WBGene00049622	21ur-3466	piRNA		
WBGene00049623	21ur-1719	piRNA		
WBGene00049624	21ur-3156	piRNA		
WBGene00049625	21ur-82	piRNA		
WBGene00049626	21ur-4156	piRNA		
WBGene00049627	21ur-3527	piRNA		
WBGene00049628	21ur-1015	piRNA		
WBGene00049629	21ur-4992	piRNA		
WBGene00049630	21ur-5320	piRNA		
WBGene00049631	21ur-5091	piRNA		
WBGene00049632	21ur-4844	piRNA		
WBGene00049633	21ur-2732	piRNA		
WBGene00049634	21ur-2070	piRNA		
WBGene00049635	21ur-4205	piRNA		
WBGene00049636	21ur-3141	piRNA		
WBGene00049637	21ur-3967	piRNA		
WBGene00049638	21ur-4676	piRNA		
WBGene00049639	21ur-5056	piRNA		
WBGene00049640	21ur-1166	piRNA		
WBGene00049641	21ur-1213	piRNA		
WBGene00049642	21ur-2626	piRNA		
WBGene00049643	21ur-1356	piRNA		
WBGene00049644	21ur-2864	piRNA		
WBGene00049645	21ur-4148	piRNA		
WBGene00049646	21ur-3718	piRNA		
WBGene00049647	21ur-180	piRNA		
WBGene00049648	21ur-5318	piRNA		
WBGene00049649	21ur-3849	piRNA		
WBGene00049650	21ur-1735	piRNA		
WBGene00049651	21ur-242	piRNA		
WBGene00049652	21ur-4141	piRNA		
WBGene00049653	21ur-84	piRNA		
WBGene00049654	21ur-2604	piRNA		
WBGene00049655	21ur-1381	piRNA		
WBGene00049656	21ur-2668	piRNA		
WBGene00049657	21ur-1866	piRNA		
WBGene00049658	21ur-789	piRNA		
WBGene00049659	21ur-2237	piRNA		
WBGene00049660	21ur-1896	piRNA		
WBGene00049661	21ur-3894	piRNA		
WBGene00049662	21ur-795	piRNA		
WBGene00049663	21ur-5272	piRNA		
WBGene00049664	21ur-740	piRNA		
WBGene00049665	21ur-1415	piRNA		
WBGene00049666	21ur-2456	piRNA		
WBGene00049667	21ur-424	piRNA		
WBGene00049668	21ur-1031	piRNA		
WBGene00049669	21ur-957	piRNA		
WBGene00049670	21ur-278	piRNA		
WBGene00049671	21ur-3890	piRNA		
WBGene00049672	21ur-3801	piRNA		
WBGene00049673	21ur-3680	piRNA		
WBGene00049674	21ur-5408	piRNA		
WBGene00049675	21ur-4889	piRNA		
WBGene00049676	21ur-3339	piRNA		
WBGene00049677	21ur-2551	piRNA		
WBGene00049678	21ur-1561	piRNA		
WBGene00049679	21ur-5415	piRNA		
WBGene00049680	21ur-863	piRNA		
WBGene00049681	21ur-3870	piRNA		
WBGene00049682	21ur-263	piRNA		
WBGene00049683	21ur-233	piRNA		
WBGene00049684	21ur-395	piRNA		
WBGene00049685	21ur-2190	piRNA		
WBGene00049686	21ur-4075	piRNA		
WBGene00049687	21ur-5126	piRNA		
WBGene00049688	21ur-1593	piRNA		
WBGene00049689	21ur-2269	piRNA		
WBGene00049690	21ur-5330	piRNA		
WBGene00049691	21ur-2753	piRNA		
WBGene00049692	21ur-2887	piRNA		
WBGene00049693	21ur-4459	piRNA		
WBGene00049694	21ur-1247	piRNA		
WBGene00049695	21ur-30	piRNA		
WBGene00049696	21ur-882	piRNA		
WBGene00049697	21ur-2384	piRNA		
WBGene00049698	21ur-2074	piRNA		
WBGene00049699	21ur-3221	piRNA		
WBGene00049700	21ur-3877	piRNA		
WBGene00049701	21ur-2317	piRNA		
WBGene00049702	21ur-2630	piRNA		
WBGene00049703	21ur-4665	piRNA		
WBGene00049704	21ur-3867	piRNA		
WBGene00049705	21ur-2858	piRNA		
WBGene00049706	21ur-2475	piRNA		
WBGene00049707	21ur-1744	piRNA		
WBGene00049708	21ur-2313	piRNA		
WBGene00049709	21ur-4271	piRNA		
WBGene00049710	21ur-223	piRNA		
WBGene00049711	21ur-4293	piRNA		
WBGene00049712	21ur-3506	piRNA		
WBGene00049713	21ur-4544	piRNA		
WBGene00049714	21ur-981	piRNA		
WBGene00049715	21ur-56	piRNA		
WBGene00049716	21ur-747	piRNA		
WBGene00049717	21ur-5416	piRNA		
WBGene00049718	21ur-2036	piRNA		
WBGene00049719	21ur-2222	piRNA		
WBGene00049720	21ur-2529	piRNA		
WBGene00049721	21ur-5379	piRNA		
WBGene00049722	21ur-2848	piRNA		
WBGene00049723	21ur-3421	piRNA		
WBGene00049724	21ur-2204	piRNA		
WBGene00049725	21ur-1862	piRNA		
WBGene00049726	21ur-3046	piRNA		
WBGene00049727	21ur-4713	piRNA		
WBGene00049728	21ur-1955	piRNA		
WBGene00049729	21ur-2485	piRNA		
WBGene00049730	21ur-4431	piRNA		
WBGene00049731	21ur-3547	piRNA		
WBGene00049732	21ur-547	piRNA		
WBGene00049733	21ur-970	piRNA		
WBGene00049734	21ur-1946	piRNA		
WBGene00049735	21ur-4223	piRNA		
WBGene00049736	21ur-2535	piRNA		
WBGene00049737	21ur-2709	piRNA		
WBGene00049738	21ur-4107	piRNA		
WBGene00049739	21ur-4448	piRNA		
WBGene00049740	21ur-1792	piRNA		
WBGene00049741	21ur-2673	piRNA		
WBGene00049742	21ur-2943	piRNA		
WBGene00049743	21ur-4246	piRNA		
WBGene00049744	21ur-5370	piRNA		
WBGene00049745	21ur-1007	piRNA		
WBGene00049746	21ur-4311	piRNA		
WBGene00049747	21ur-1794	piRNA		
WBGene00049748	21ur-943	piRNA		
WBGene00049749	21ur-2320	piRNA		
WBGene00049750	21ur-1583	piRNA		
WBGene00049751	21ur-3213	piRNA		
WBGene00049752	21ur-2227	piRNA		
WBGene00049753	21ur-535	piRNA		
WBGene00049754	21ur-932	piRNA		
WBGene00049755	21ur-1960	piRNA		
WBGene00049756	21ur-4104	piRNA		
WBGene00049757	21ur-2642	piRNA		
WBGene00049758	21ur-3751	piRNA		
WBGene00049759	21ur-1672	piRNA		
WBGene00049760	21ur-3366	piRNA		
WBGene00049761	21ur-2197	piRNA		
WBGene00049762	21ur-1295	piRNA		
WBGene00049763	21ur-2500	piRNA		
WBGene00049764	21ur-4328	piRNA		
WBGene00049765	21ur-4346	piRNA		
WBGene00049766	21ur-3596	piRNA		
WBGene00049767	21ur-2510	piRNA		
WBGene00049768	21ur-1952	piRNA		
WBGene00049769	21ur-3315	piRNA		
WBGene00049770	21ur-1429	piRNA		
WBGene00049771	21ur-2659	piRNA		
WBGene00049772	21ur-2026	piRNA		
WBGene00049773	21ur-691	piRNA		
WBGene00049774	21ur-4747	piRNA		
WBGene00049775	21ur-2520	piRNA		
WBGene00049776	21ur-1725	piRNA		
WBGene00049777	21ur-2654	piRNA		
WBGene00049778	21ur-841	piRNA		
WBGene00049779	21ur-4282	piRNA		
WBGene00049780	21ur-3352	piRNA		
WBGene00049781	21ur-1115	piRNA		
WBGene00049782	21ur-2108	piRNA		
WBGene00049783	21ur-4035	piRNA		
WBGene00049784	21ur-2069	piRNA		
WBGene00049785	21ur-3709	piRNA		
WBGene00049786	21ur-4879	piRNA		
WBGene00049787	21ur-2134	piRNA		
WBGene00049788	21ur-842	piRNA		
WBGene00049789	21ur-2761	piRNA		
WBGene00049790	21ur-1856	piRNA		
WBGene00049791	21ur-2375	piRNA		
WBGene00049792	21ur-4402	piRNA		
WBGene00049793	21ur-1052	piRNA		
WBGene00049794	21ur-431	piRNA		
WBGene00049795	21ur-4188	piRNA		
WBGene00049796	21ur-323	piRNA		
WBGene00049797	21ur-3092	piRNA		
WBGene00049798	21ur-3625	piRNA		
WBGene00049799	21ur-4357	piRNA		
WBGene00049800	21ur-4425	piRNA		
WBGene00049801	21ur-4066	piRNA		
WBGene00049802	21ur-211	piRNA		
WBGene00049803	21ur-2046	piRNA		
WBGene00049804	21ur-2112	piRNA		
WBGene00049805	21ur-2817	piRNA		
WBGene00049806	21ur-1069	piRNA		
WBGene00049807	21ur-3255	piRNA		
WBGene00049808	21ur-1641	piRNA		
WBGene00049809	21ur-4634	piRNA		
WBGene00049810	21ur-3415	piRNA		
WBGene00049811	21ur-2335	piRNA		
WBGene00049812	21ur-1379	piRNA		
WBGene00049813	21ur-2778	piRNA		
WBGene00049814	21ur-461	piRNA		
WBGene00049815	21ur-1393	piRNA		
WBGene00049816	21ur-1989	piRNA		
WBGene00049817	21ur-3031	piRNA		
WBGene00049818	21ur-466	piRNA		
WBGene00049819	21ur-4165	piRNA		
WBGene00049820	21ur-185	piRNA		
WBGene00049821	21ur-4596	piRNA		
WBGene00049822	21ur-1197	piRNA		
WBGene00049823	21ur-4012	piRNA		
WBGene00049824	21ur-1969	piRNA		
WBGene00049825	21ur-1827	piRNA		
WBGene00049826	21ur-3018	piRNA		
WBGene00049827	21ur-1387	piRNA		
WBGene00049828	21ur-512	piRNA		
WBGene00049829	21ur-1787	piRNA		
WBGene00049830	21ur-1648	piRNA		
WBGene00049831	21ur-3787	piRNA		
WBGene00049832	21ur-493	piRNA		
WBGene00049833	21ur-1851	piRNA		
WBGene00049834	21ur-1941	piRNA		
WBGene00049835	21ur-1928	piRNA		
WBGene00049836	21ur-37	piRNA		
WBGene00049837	21ur-417	piRNA		
WBGene00049838	21ur-1828	piRNA		
WBGene00049839	21ur-2792	piRNA		
WBGene00049840	21ur-3748	piRNA		
WBGene00049841	21ur-272	piRNA		
WBGene00049842	21ur-4360	piRNA		
WBGene00049843	21ur-1532	piRNA		
WBGene00049844	21ur-3334	piRNA		
WBGene00049845	21ur-2596	piRNA		
WBGene00049846	21ur-640	piRNA		
WBGene00049847	21ur-1830	piRNA		
WBGene00049848	21ur-2836	piRNA		
WBGene00049849	21ur-3745	piRNA		
WBGene00049850	21ur-2083	piRNA		
WBGene00049851	21ur-1848	piRNA		
WBGene00049852	21ur-2804	piRNA		
WBGene00049853	21ur-657	piRNA		
WBGene00049854	21ur-5137	piRNA		
WBGene00049855	21ur-251	piRNA		
WBGene00049856	21ur-5200	piRNA		
WBGene00049857	21ur-3555	piRNA		
WBGene00049858	21ur-1200	piRNA		
WBGene00049859	21ur-4115	piRNA		
WBGene00049860	21ur-5226	piRNA		
WBGene00049861	21ur-2469	piRNA		
WBGene00049862	21ur-402	piRNA		
WBGene00049863	21ur-3125	piRNA		
WBGene00049864	21ur-4128	piRNA		
WBGene00049865	21ur-46	piRNA		
WBGene00049866	21ur-1250	piRNA		
WBGene00049867	21ur-4058	piRNA		
WBGene00049868	21ur-1339	piRNA		
WBGene00049869	21ur-2706	piRNA		
WBGene00049870	21ur-3480	piRNA		
WBGene00049871	21ur-3949	piRNA		
WBGene00049872	21ur-3542	piRNA		
WBGene00049873	21ur-4972	piRNA		
WBGene00049874	21ur-3851	piRNA		
WBGene00049875	21ur-1888	piRNA		
WBGene00049876	21ur-791	piRNA		
WBGene00049877	21ur-4287	piRNA		
WBGene00049878	21ur-3207	piRNA		
WBGene00049879	21ur-3563	piRNA		
WBGene00049880	21ur-4087	piRNA		
WBGene00049881	21ur-1440	piRNA		
WBGene00049882	21ur-3160	piRNA		
WBGene00049883	21ur-4555	piRNA		
WBGene00049884	21ur-5369	piRNA		
WBGene00049885	21ur-1196	piRNA		
WBGene00049886	21ur-3165	piRNA		
WBGene00049887	21ur-4611	piRNA		
WBGene00049888	21ur-1334	piRNA		
WBGene00049889	21ur-1140	piRNA		
WBGene00049890	21ur-4983	piRNA		
WBGene00049891	21ur-4194	piRNA		
WBGene00049892	21ur-2947	piRNA		
WBGene00049893	21ur-3259	piRNA		
WBGene00049894	21ur-4755	piRNA		
WBGene00049895	21ur-5425	piRNA		
WBGene00049896	21ur-3631	piRNA		
WBGene00049897	21ur-2434	piRNA		
WBGene00049898	21ur-4187	piRNA		
WBGene00049899	21ur-4573	piRNA		
WBGene00049900	21ur-3660	piRNA		
WBGene00049901	21ur-4995	piRNA		
WBGene00049902	21ur-555	piRNA		
WBGene00049903	21ur-4499	piRNA		
WBGene00049904	21ur-1586	piRNA		
WBGene00049905	21ur-736	piRNA		
WBGene00049906	21ur-1272	piRNA		
WBGene00049907	21ur-3840	piRNA		
WBGene00049908	21ur-1394	piRNA		
WBGene00049909	21ur-1143	piRNA		
WBGene00049910	21ur-4830	piRNA		
WBGene00049911	21ur-4837	piRNA		
WBGene00049912	21ur-3345	piRNA		
WBGene00049913	21ur-3864	piRNA		
WBGene00049914	21ur-3824	piRNA		
WBGene00049915	21ur-1804	piRNA		
WBGene00049916	21ur-1480	piRNA		
WBGene00049917	21ur-2068	piRNA		
WBGene00049918	21ur-3900	piRNA		
WBGene00049919	21ur-494	piRNA		
WBGene00049920	21ur-712	piRNA		
WBGene00049921	21ur-706	piRNA		
WBGene00049922	21ur-4841	piRNA		
WBGene00049923	21ur-2477	piRNA		
WBGene00049924	21ur-239	piRNA		
WBGene00049925	21ur-4767	piRNA		
WBGene00049926	21ur-4364	piRNA		
WBGene00049927	21ur-1552	piRNA		
WBGene00049928	21ur-2835	piRNA		
WBGene00049929	21ur-249	piRNA		
WBGene00049930	21ur-2973	piRNA		
WBGene00049931	21ur-2723	piRNA		
WBGene00049932	21ur-3799	piRNA		
WBGene00049933	21ur-3644	piRNA		
WBGene00049934	21ur-354	piRNA		
WBGene00049935	21ur-2094	piRNA		
WBGene00049936	21ur-5359	piRNA		
WBGene00049937	21ur-3597	piRNA		
WBGene00049938	21ur-3004	piRNA		
WBGene00049939	21ur-5100	piRNA		
WBGene00049940	21ur-2575	piRNA		
WBGene00049941	21ur-437	piRNA		
WBGene00049942	21ur-1095	piRNA		
WBGene00049943	21ur-4626	piRNA		
WBGene00049944	21ur-1458	piRNA		
WBGene00049945	21ur-1296	piRNA		
WBGene00049946	21ur-4855	piRNA		
WBGene00049947	21ur-5406	piRNA		
WBGene00049948	21ur-4791	piRNA		
WBGene00049949	21ur-879	piRNA		
WBGene00049950	21ur-5170	piRNA		
WBGene00049951	21ur-2769	piRNA		
WBGene00049952	21ur-4006	piRNA		
WBGene00049953	21ur-110	piRNA		
WBGene00049954	21ur-321	piRNA		
WBGene00049955	21ur-5145	piRNA		
WBGene00049956	21ur-1574	piRNA		
WBGene00049957	21ur-2674	piRNA		
WBGene00049958	21ur-4655	piRNA		
WBGene00049959	21ur-4946	piRNA		
WBGene00049960	21ur-3931	piRNA		
WBGene00049961	21ur-5368	piRNA		
WBGene00049962	21ur-4556	piRNA		
WBGene00049963	21ur-5128	piRNA		
WBGene00049964	21ur-2412	piRNA		
WBGene00049965	21ur-1373	piRNA		
WBGene00049966	21ur-5251	piRNA		
WBGene00049967	21ur-5041	piRNA		
WBGene00049968	21ur-2869	piRNA		
WBGene00049969	21ur-430	piRNA		
WBGene00049970	21ur-2852	piRNA		
WBGene00049971	21ur-2585	piRNA		
WBGene00049972	21ur-1548	piRNA		
WBGene00049973	21ur-5123	piRNA		
WBGene00049974	21ur-1428	piRNA		
WBGene00049975	21ur-1500	piRNA		
WBGene00049976	21ur-1531	piRNA		
WBGene00049977	21ur-651	piRNA		
WBGene00049978	21ur-2398	piRNA		
WBGene00049979	21ur-3603	piRNA		
WBGene00049980	21ur-3268	piRNA		
WBGene00049981	21ur-1035	piRNA		
WBGene00049982	21ur-1861	piRNA		
WBGene00049983	21ur-1759	piRNA		
WBGene00049984	21ur-4245	piRNA		
WBGene00049985	21ur-2924	piRNA		
WBGene00049986	21ur-1149	piRNA		
WBGene00049987	21ur-4403	piRNA		
WBGene00049988	21ur-4505	piRNA		
WBGene00049989	21ur-2963	piRNA		
WBGene00049990	21ur-3083	piRNA		
WBGene00049991	21ur-3589	piRNA		
WBGene00049992	21ur-4668	piRNA		
WBGene00049993	21ur-4394	piRNA		
WBGene00049994	21ur-4865	piRNA		
WBGene00049995	21ur-4770	piRNA		
WBGene00049996	21ur-166	piRNA		
WBGene00049997	21ur-2641	piRNA		
WBGene00049998	21ur-568	piRNA		
WBGene00049999	21ur-1883	piRNA		
WBGene00050000	21ur-548	piRNA		
WBGene00050001	21ur-64	piRNA		
WBGene00050002	21ur-5118	piRNA		
WBGene00050003	21ur-2810	piRNA		
WBGene00050004	21ur-3696	piRNA		
WBGene00050005	21ur-1914	piRNA		
WBGene00050006	21ur-3099	piRNA		
WBGene00050007	21ur-4462	piRNA		
WBGene00050008	21ur-5255	piRNA		
WBGene00050009	21ur-5140	piRNA		
WBGene00050010	21ur-1454	piRNA		
WBGene00050011	21ur-4023	piRNA		
WBGene00050012	21ur-2031	piRNA		
WBGene00050013	21ur-3618	piRNA		
WBGene00050014	21ur-904	piRNA		
WBGene00050015	21ur-3077	piRNA		
WBGene00050016	21ur-4687	piRNA		
WBGene00050017	21ur-2507	piRNA		
WBGene00050018	21ur-2582	piRNA		
WBGene00050019	21ur-612	piRNA		
WBGene00050020	21ur-4418	piRNA		
WBGene00050021	21ur-3135	piRNA		
WBGene00050022	21ur-5099	piRNA		
WBGene00050023	21ur-5003	piRNA		
WBGene00050024	21ur-1453	piRNA		
WBGene00050025	21ur-1728	piRNA		
WBGene00050026	21ur-2052	piRNA		
WBGene00050027	21ur-3837	piRNA		
WBGene00050028	21ur-3180	piRNA		
WBGene00050029	21ur-385	piRNA		
WBGene00050030	21ur-441	piRNA		
WBGene00050031	21ur-2615	piRNA		
WBGene00050032	21ur-4921	piRNA		
WBGene00050033	21ur-3498	piRNA		
WBGene00050034	21ur-3915	piRNA		
WBGene00050035	21ur-3802	piRNA		
WBGene00050036	21ur-1734	piRNA		
WBGene00050037	21ur-2011	piRNA		
WBGene00050038	21ur-2571	piRNA		
WBGene00050039	21ur-685	piRNA		
WBGene00050040	21ur-5149	piRNA		
WBGene00050041	21ur-5077	piRNA		
WBGene00050042	21ur-929	piRNA		
WBGene00050043	21ur-2400	piRNA		
WBGene00050044	21ur-1073	piRNA		
WBGene00050045	21ur-3692	piRNA		
WBGene00050046	21ur-1323	piRNA		
WBGene00050047	21ur-3534	piRNA		
WBGene00050048	21ur-1933	piRNA		
WBGene00050049	21ur-626	piRNA		
WBGene00050050	21ur-3277	piRNA		
WBGene00050051	21ur-1875	piRNA		
WBGene00050052	21ur-4940	piRNA		
WBGene00050053	21ur-4219	piRNA		
WBGene00050054	21ur-5442	piRNA		
WBGene00050055	21ur-4937	piRNA		
WBGene00050056	21ur-3436	piRNA		
WBGene00050057	21ur-669	piRNA		
WBGene00050058	21ur-3308	piRNA		
WBGene00050059	21ur-5221	piRNA		
WBGene00050060	21ur-1022	piRNA		
WBGene00050061	21ur-5015	piRNA		
WBGene00050062	21ur-1988	piRNA		
WBGene00050063	21ur-3623	piRNA		
WBGene00050064	21ur-3811	piRNA		
WBGene00050065	21ur-5373	piRNA		
WBGene00050066	21ur-3235	piRNA		
WBGene00050067	21ur-2474	piRNA		
WBGene00050068	21ur-3178	piRNA		
WBGene00050069	21ur-3451	piRNA		
WBGene00050070	21ur-2191	piRNA		
WBGene00050071	21ur-3179	piRNA		
WBGene00050072	21ur-1493	piRNA		
WBGene00050073	21ur-1305	piRNA		
WBGene00050074	21ur-1051	piRNA		
WBGene00050075	21ur-688	piRNA		
WBGene00050076	21ur-756	piRNA		
WBGene00050077	21ur-1405	piRNA		
WBGene00050078	21ur-4811	piRNA		
WBGene00050079	21ur-3438	piRNA		
WBGene00050080	21ur-1083	piRNA		
WBGene00050081	21ur-2324	piRNA		
WBGene00050082	21ur-3985	piRNA		
WBGene00050083	21ur-2681	piRNA		
WBGene00050084	21ur-3007	piRNA		
WBGene00050085	21ur-2383	piRNA		
WBGene00050086	21ur-4932	piRNA		
WBGene00050087	21ur-788	piRNA		
WBGene00050088	21ur-1155	piRNA		
WBGene00050089	21ur-798	piRNA		
WBGene00050090	21ur-3562	piRNA		
WBGene00050091	21ur-2952	piRNA		
WBGene00050092	21ur-1567	piRNA		
WBGene00050093	21ur-896	piRNA		
WBGene00050094	21ur-1847	piRNA		
WBGene00050095	21ur-5409	piRNA		
WBGene00050096	21ur-2025	piRNA		
WBGene00050097	21ur-5246	piRNA		
WBGene00050098	21ur-2209	piRNA		
WBGene00050099	21ur-3428	piRNA		
WBGene00050100	21ur-4532	piRNA		
WBGene00050101	21ur-1315	piRNA		
WBGene00050102	21ur-1763	piRNA		
WBGene00050103	21ur-4733	piRNA		
WBGene00050104	21ur-264	piRNA		
WBGene00050105	21ur-2137	piRNA		
WBGene00050106	21ur-1909	piRNA		
WBGene00050107	21ur-627	piRNA		
WBGene00050108	21ur-15	piRNA		
WBGene00050109	21ur-2219	piRNA		
WBGene00050110	21ur-4517	piRNA		
WBGene00050111	21ur-2981	piRNA		
WBGene00050112	21ur-71	piRNA		
WBGene00050113	21ur-4798	piRNA		
WBGene00050114	21ur-3264	piRNA		
WBGene00050115	21ur-1745	piRNA		
WBGene00050116	21ur-674	piRNA		
WBGene00050117	21ur-781	piRNA		
WBGene00050118	21ur-1623	piRNA		
WBGene00050119	21ur-1577	piRNA		
WBGene00050120	21ur-5024	piRNA		
WBGene00050121	21ur-3503	piRNA		
WBGene00050122	21ur-2155	piRNA		
WBGene00050123	21ur-3460	piRNA		
WBGene00050124	21ur-1208	piRNA		
WBGene00050125	21ur-4923	piRNA		
WBGene00050126	21ur-4543	piRNA		
WBGene00050127	21ur-3920	piRNA		
WBGene00050128	21ur-3486	piRNA		
WBGene00050129	21ur-3149	piRNA		
WBGene00050130	21ur-779	piRNA		
WBGene00050131	21ur-2905	piRNA		
WBGene00050132	21ur-148	piRNA		
WBGene00050133	21ur-2544	piRNA		
WBGene00050134	21ur-5033	piRNA		
WBGene00050135	21ur-1179	piRNA		
WBGene00050136	21ur-3117	piRNA		
WBGene00050137	21ur-859	piRNA		
WBGene00050138	21ur-4570	piRNA		
WBGene00050139	21ur-5391	piRNA		
WBGene00050140	21ur-2144	piRNA		
WBGene00050141	21ur-4884	piRNA		
WBGene00050142	21ur-2760	piRNA		
WBGene00050143	21ur-507	piRNA		
WBGene00050144	21ur-1288	piRNA		
WBGene00050145	21ur-4600	piRNA		
WBGene00050146	21ur-4961	piRNA		
WBGene00050147	21ur-4237	piRNA		
WBGene00050148	21ur-5321	piRNA		
WBGene00050149	21ur-451	piRNA		
WBGene00050150	21ur-1519	piRNA		
WBGene00050151	21ur-5347	piRNA		
WBGene00050152	21ur-1560	piRNA		
WBGene00050153	21ur-1526	piRNA		
WBGene00050154	21ur-5387	piRNA		
WBGene00050155	21ur-2393	piRNA		
WBGene00050156	21ur-5168	piRNA		
WBGene00050157	21ur-4565	piRNA		
WBGene00050158	21ur-2823	piRNA		
WBGene00050159	21ur-1026	piRNA		
WBGene00050160	21ur-3659	piRNA		
WBGene00050161	21ur-1509	piRNA		
WBGene00050162	21ur-776	piRNA		
WBGene00050163	21ur-3193	piRNA		
WBGene00050164	21ur-2988	piRNA		
WBGene00050165	21ur-1708	piRNA		
WBGene00050166	21ur-3078	piRNA		
WBGene00050167	21ur-4718	piRNA		
WBGene00050168	21ur-4411	piRNA		
WBGene00050169	21ur-2277	piRNA		
WBGene00050170	21ur-4691	piRNA		
WBGene00050171	21ur-5157	piRNA		
WBGene00050172	21ur-1105	piRNA		
WBGene00050173	21ur-5310	piRNA		
WBGene00050174	21ur-2300	piRNA		
WBGene00050175	21ur-2283	piRNA		
WBGene00050176	21ur-1240	piRNA		
WBGene00050177	21ur-5241	piRNA		
WBGene00050178	21ur-5437	piRNA		
WBGene00050179	21ur-1819	piRNA		
WBGene00050180	21ur-2881	piRNA		
WBGene00050181	21ur-4176	piRNA		
WBGene00050182	21ur-347	piRNA		
WBGene00050183	21ur-5092	piRNA		
WBGene00050184	21ur-1653	piRNA		
WBGene00050185	21ur-2491	piRNA		
WBGene00050186	21ur-5083	piRNA		
WBGene00050187	21ur-874	piRNA		
WBGene00050188	21ur-5067	piRNA		
WBGene00050189	21ur-3333	piRNA		
WBGene00050190	21ur-832	piRNA		
WBGene00050191	21ur-5031	piRNA		
WBGene00050192	21ur-4196	piRNA		
WBGene00050193	21ur-4046	piRNA		
WBGene00050194	21ur-2177	piRNA		
WBGene00050195	21ur-633	piRNA		
WBGene00050196	21ur-3142	piRNA		
WBGene00050197	21ur-39	piRNA		
WBGene00050198	21ur-2486	piRNA		
WBGene00050199	21ur-4782	piRNA		
WBGene00050200	21ur-3798	piRNA		
WBGene00050201	21ur-5199	piRNA		
WBGene00050202	21ur-3895	piRNA		
WBGene00050203	21ur-3564	piRNA		
WBGene00050204	21ur-277	piRNA		
WBGene00050205	21ur-3998	piRNA		
WBGene00050206	21ur-4618	piRNA		
WBGene00050207	21ur-4582	piRNA		
WBGene00050208	21ur-5319	piRNA		
WBGene00050209	21ur-4171	piRNA		
WBGene00050210	21ur-2232	piRNA		
WBGene00050211	21ur-2845	piRNA		
WBGene00050212	21ur-849	piRNA		
WBGene00050213	21ur-2015	piRNA		
WBGene00050214	21ur-5249	piRNA		
WBGene00050215	21ur-2528	piRNA		
WBGene00050216	21ur-5376	piRNA		
WBGene00050217	21ur-4076	piRNA		
WBGene00050218	21ur-1891	piRNA		
WBGene00050219	21ur-2234	piRNA		
WBGene00050220	21ur-2385	piRNA		
WBGene00050221	21ur-2632	piRNA		
WBGene00050222	21ur-4489	piRNA		
WBGene00050223	21ur-1533	piRNA		
WBGene00050224	21ur-3093	piRNA		
WBGene00050225	21ur-3717	piRNA		
WBGene00050226	21ur-2314	piRNA		
WBGene00050227	21ur-910	piRNA		
WBGene00050228	21ur-1214	piRNA		
WBGene00050229	21ur-4545	piRNA		
WBGene00050230	21ur-399	piRNA		
WBGene00050231	21ur-2550	piRNA		
WBGene00050232	21ur-3474	piRNA		
WBGene00050233	21ur-5305	piRNA		
WBGene00050234	21ur-2009	piRNA		
WBGene00050235	21ur-4386	piRNA		
WBGene00050236	21ur-3079	piRNA		
WBGene00050237	21ur-4604	piRNA		
WBGene00050238	21ur-425	piRNA		
WBGene00050239	21ur-3413	piRNA		
WBGene00050240	21ur-1630	piRNA		
WBGene00050241	21ur-2287	piRNA		
WBGene00050242	21ur-1654	piRNA		
WBGene00050243	21ur-5070	piRNA		
WBGene00050244	21ur-105	piRNA		
WBGene00050245	21ur-1592	piRNA		
WBGene00050246	21ur-1491	piRNA		
WBGene00050247	21ur-2027	piRNA		
WBGene00050248	21ur-2075	piRNA		
WBGene00050249	21ur-4899	piRNA		
WBGene00050250	21ur-5245	piRNA		
WBGene00050251	21ur-2323	piRNA		
WBGene00050252	21ur-796	piRNA		
WBGene00050253	21ur-2631	piRNA		
WBGene00050254	21ur-2854	piRNA		
WBGene00050255	21ur-2196	piRNA		
WBGene00050256	21ur-2953	piRNA		
WBGene00050257	21ur-2268	piRNA		
WBGene00050258	21ur-2675	piRNA		
WBGene00050259	21ur-316	piRNA		
WBGene00050260	21ur-394	piRNA		
WBGene00050261	21ur-5371	piRNA		
WBGene00050262	21ur-3876	piRNA		
WBGene00050263	21ur-4666	piRNA		
WBGene00050264	21ur-862	piRNA		
WBGene00050265	21ur-3222	piRNA		
WBGene00050266	21ur-2443	piRNA		
